завтра;date
послезавтра;date

понедельник;date
вторник;date
среда;date
четверг;date
пятница;date
суббота;date
воскресенье;date

январь;date
февраль;date
март;date
апрель;date
май;date
июнь;date
июль;date
август;date
сентябрь;date
октябрь;date
ноябрь;date
декабрь;date

вдвоем;people
втроем;people
вчетвером;people
впятером;people

бизнес-класс;comfort
эконом-класс;comfort

Boeing;aircraft
Airbus;aircraft
Боинг;aircraft
Эйрбас;aircraft
